id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.other,dc.contributor.other[],dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.issued[],dc.description,dc.description.abstract,dc.description.abstract[],dc.description.provenance[],dc.description.provenance[en],dc.description.version[],dc.description[],dc.format.extent,dc.format.extent[],dc.identifier.isbn,dc.identifier.isbn[],dc.identifier.issn,dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso,dc.language.iso[],dc.publisher,dc.publisher[],dc.relation.ispartofseries[],dc.subject,dc.subject[],dc.title,dc.title.alternative,dc.title.alternative[],dc.title[],dc.type,dc.type[],dlc.field1,dlc.khoabiensoan,dlc.maintopic,drm.version.number,dspace.entity.type,dspace.entity.type[vn],dspace.object.owner,organization.address.addressCountry,organization.address.addressLocality,organization.foundingDate,organization.legalName,person.academic.rank,person.birthDate,person.contributor.other,person.displayName,person.email,person.familyName,person.givenName,person.jobTitle,relation.isAuthorOfPublication,relation.isAuthorOfPublication.latestForDiscovery,relation.isOrgUnitOfPerson,relation.isOrgUnitOfPerson.latestForDiscovery,relation.isPersonOfOrgUnit,relation.isPersonOfOrgUnit.latestForDiscovery,relation.isPublicationOfAuthor,relation.isPublicationOfAuthor.latestForDiscovery
01f14d31-4d49-44c6-b05d-9f8f7f108e17,UNETI/387,,,,Khoa Điện tử,,,2024-03-17T04:24:43Z,2024-03-17T04:24:43Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:24:43Z (GMT). No. of bitstreams: 1
zTLHTKyThuatAnToanVaDoLuong.pdf: 4117973 bytes, checksum: 662fa1309cbcd6238a13639e125a6458 (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Trường ĐHKTKTCN,,228 tr.,,,,,12418,https://dlib.uneti.edu.vn/handle/UNETI/3225,,,vi,,,,,Tài liệu học tập||Đo lường||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Tài liệu học tập kỹ thuật an toàn và đo lường : Lưu hành nội bộ,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
01f2e807-05b2-4b85-8c0a-7e1a7941447d,UNETI/377,,"Đào, Hưng",,"Nguyễn, Tiến Dũng",,"Ngô, Thị Ngọc Quý",2024-03-17T03:48:42Z,2024-03-17T03:48:42Z,,2020,,,"Đề tài nghiên cứu và chế tạo thiết bị đo nồng độ cồn rất cấp thiết. Nó giúp giải quyết một số vấn đề cấp bách như: Giảm thiểu tình trạng lái xe khi uống rượu bia gây nguy hiểm, Bảo đảm an toàn cho người sử dụng khi có thể tự đo nồng độ cồn trong khí thở,",,"Made available in DSpace on 2024-03-17T03:48:42Z (GMT). No. of bitstreams: 1
zNgoThiNgocQuy.pdf: 1789728 bytes, checksum: 03920a6d401bdc6759f2cc7366312792 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,53 tr.,,,,,22760,https://dlib.uneti.edu.vn/handle/UNETI/781,,,,,,,,Nghiên cứu thiết kế chế tạo thiết bị||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Nghiên cứu thiết kế chế tạo thiết bị đo nồng độ cồn thông minh,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
01f6b05b-660d-4b4d-819e-03fee377f427,UNETI/434,,,,"Haynes, Anthony",,,2024-03-17T04:43:48Z,2024-03-17T04:43:48Z,,2010,,,"Teaching as a three-step activity, Aims, Needs, Context, Cognition, Curriculum, Planning in the medium and short term, Resources, Time, Space, Language, Progression and differentiation, Coda: Assessment",,"Made available in DSpace on 2024-03-17T04:43:48Z (GMT). No. of bitstreams: 1
zThe Complete Guide to lesson planning and preparation.pdf: 615749 bytes, checksum: 6dff644fa8c4618fd5e1a32ab3934fbb (MD5)
  Previous issue date: 2010",,,,"XII, 175 p",,9780230723214,,,30713,https://dlib.uneti.edu.vn/handle/UNETI/4200,,,en,,Continuum International Publishing Group,,,Lesson Planning||Preparation||Ngoại ngữ||Ngôn ngữ anh,,,,The Complete Guide to Lesson Planning and Preparation,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
02184ecb-9c2c-472d-8486-cb72f9101bd2,UNETI/370,,,,"Lê, Thị Chuyên",,"Trần, Thị Hoa",2024-03-17T04:04:01Z,2024-03-17T04:04:01Z,,2021,,,Trình bày lý luận chung về vốn và hiệu quả sử dụng vốn trong doanh nghiệp. Thực trạng và hiệu quả sử dụng vốn tại công ty cổ phần điện cơ Hải Phòng. Đề xuất một số giải pháp nâng cao hiệu quả sử dụng vốn tại công ty cổ phần điện cơ Hải Phòng.,,"Made available in DSpace on 2024-03-17T04:04:01Z (GMT). No. of bitstreams: 1
zKLTN_TN11A4_TRANTHIHOA_LETHICHUYEN.pdf: 1983843 bytes, checksum: 97ffd47cde8040985a9fb6ab90dc1bb5 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,79 tr.,,,,,26543,https://dlib.uneti.edu.vn/handle/UNETI/1776,,,,,,,,Hiệu quả sử dụng||Công ty CP||Vốn||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Nâng cao hiệu quả sử dụng vốn kinh doanh tại công ty cổ phần điện cơ Hải Phòng,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
0231f48c-1d33-45b1-865e-caf307890d26,UNETI/362,,"Hoàng, Thị Chuyên",,"Nguyễn, Thị Ngân",,,2024-03-17T04:10:57Z,2024-03-17T04:10:57Z,,2021,,,"Hệ thống hóa những vấn đề lý luận cơ bản về công tác đào tạo và phát triển nguồn nhân lực trong các tổ chức, doanh nghiệp. Phân tích, đánh giá thực trạng công tác đào tạo và phát triển nguồn nhân lực tại Công ty nhằm tìm ra những hạn chế và nguyên nhân củ",,"Made available in DSpace on 2024-03-17T04:10:57Z (GMT). No. of bitstreams: 1
NguyenThiNganZ.pdf: 1520337 bytes, checksum: 7745144f29a901840ffd4d5aaf849ee3 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,76 tr.,,,,,25803,https://dlib.uneti.edu.vn/handle/UNETI/2242,,,vi,,,,,Đào tạo||Nguồn nhân lực||Quản trị và Marketing||Quản trị kinh doanh,,,,Hoàn thiện công tác đào tạo và phát triển nguồn nhân lực tại Công ty TNHH May Nien Hsing Ninh Bình,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
023f3b58-6d3f-43e2-8498-8adf58697ba9,UNETI/370,,"Phạm, Đức Tài",,"Khổng, Thị Thanh Huyền",,,2024-03-17T04:04:52Z,2024-03-17T04:04:52Z,,2023,,,Trình bày cơ sở lý luận chung về hiệu quả kinh doanh của doanh nghiệp. Nêu ra thực trạng hoạt động kinh doanh tại Công ty TNHH Thương mại và Dịch vụ Toàn Phượng. Đề xuất giải pháp nâng cao hiệu quả kinh doanh tại công ty.,,"Made available in DSpace on 2024-03-17T04:04:52Z (GMT). No. of bitstreams: 1
KhongThiThanhHuyen_K13_TCNHZ.pdf: 1174179 bytes, checksum: 72b9884ca86d63422ca9e6bd953b5285 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công thương. Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"VIII, 63 tr.",,,,,30258,https://dlib.uneti.edu.vn/handle/UNETI/1886,,,vi,,,,,Toàn Phượng||Công ty TNHH||Kinh doanh||Tài chính - ngân hàng và bảo hiểm||Tài chính - ngân hàng,,,,Nâng cao hiệu quả kinh doanh của Công ty TNHH Thương mại và Dịch vụ Toàn Phượng,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
029f41f9-dfdd-4f4a-a4bf-221c5d5da6b7,UNETI/387,,,,"Trần, Thị Hường",,"Vũ, Trung Dũng",2024-03-17T04:23:55Z,2024-03-17T04:23:55Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:23:55Z (GMT). No. of bitstreams: 1
zTLHTThucTapHeThongVienThong.pdf: 6601848 bytes, checksum: fbbc0d1bdd7a170e62bff4e50a883e00 (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Trường ĐHKTKTCN,,207 tr.,,,,,26585,https://dlib.uneti.edu.vn/handle/UNETI/3072,,,vi,,,,,Tài liệu học tập||Hệ thống||Viễn thông||Công nghệ thông tin||Mạng máy tính và TTDL,,,,Tài liệu học tập thực tập hệ thống viễn thông : Lưu hành nội bộ,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
02a324e8-92f3-46fd-abbd-7787038272e0,UNETI/387,,,,"Phương, Mai Anh",,"Lê, Kim Anh||Lê, Thị Vân Anh||Nguyễn, Kim liên",2024-03-17T04:23:16Z,2024-03-17T04:23:16Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:23:16Z (GMT). No. of bitstreams: 1
zTLHThethongcauhoivabaitapkinhtevixmo.pdf: 1642683 bytes, checksum: 355e91818a70f99a766f8f5ade4c1516 (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Trường ĐHKTKTCN,,101 tr.,,,,,12170,https://dlib.uneti.edu.vn/handle/UNETI/2897,,,vi,,,,,Tài liệu học tập||Bài tập kinh tế vĩ mô||Hệ thống câu hỏi||Du lịch và khách sạn||QT dịch vụ du lịch và lữ hành,,,,Tài liệu học tập hệ thống câu hỏi và bài tập kinh tế vĩ mô,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
02c5cce8-bd9a-4cc4-9f81-95f6be12e6b8,UNETI/388,,,,"Dunkel, A. Patricia",,"Lim, L Phyllis||Seal, Salica Christine",2024-03-17T03:46:52Z,2024-03-17T03:46:52Z,,2014,,,,,"Made available in DSpace on 2024-03-17T03:46:52Z (GMT). No. of bitstreams: 1
25091.pdf: 66754319 bytes, checksum: 4e29909ed69d2a5819dcb49535fe7226 (MD5)
  Previous issue date: 2014",,,,166 p.,,9781133951148,,,25091,https://dlib.uneti.edu.vn/handle/UNETI/667,,,en,,National Geogaphic Learning,,,Notetaking skills||With audioscripts||Listening||Ngoại ngữ||Ngôn ngữ Anh,,,Listening and notetaking skills with audioscripts,Listening & notetaking skills with audioscripts,,Sách ngoại văn,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
02d0702d-e81e-466b-8369-326d297a249d,UNETI/362,,"Nguyễn, Văn Kỷ",,"Cao, Nhật Lam",,,2024-03-17T04:12:10Z,2024-03-17T04:12:10Z,,2023,,,"Tổng quan về cơ sở lý luận, thực trạng và một số giải pháp nhằm nâng cao hiệu quả hoạt động bán hàng tại công ty cổ phần chứng khoán VPS giai đoạn 2023 - 2025",,"Made available in DSpace on 2024-03-17T04:12:10Z (GMT). No. of bitstreams: 1
zCaoNhatLam-K13QTKD.pdf: 1175621 bytes, checksum: 9a7759daeeff469b6709a62520e11f26 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công thương. Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"IX, 62 tr.",,,,,30068,https://dlib.uneti.edu.vn/handle/UNETI/2519,,,vi,,,,,Bán hàng||Chứng khoán||Quản trị và marketing||Quản trị kinh doanh,,,,Một số giải pháp nâng cao hiệu quả hoạt động bán hàng tại công ty cổ phần chứng khoán VPS giai đoạn 2023 - 2025,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
02efbffd-f6d1-4fba-8575-0f409bc08e0c,UNETI/381,,"Lê, Thị Kiều Oanh",,"Đỗ, Văn Trung",,,2024-03-17T03:51:25Z,2024-03-17T03:51:25Z,,2021,,,"Tổng quan về Bigdata, công nghệ quản lý Bigdata, một số thuật toán máy học,",,"Made available in DSpace on 2024-03-17T03:51:25Z (GMT). No. of bitstreams: 1
zDoVanTrung_K11_CNTT.pdf: 1299099 bytes, checksum: ff6bd5e0b438dd1660260b6c3c712310 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,61 tr.,,,,,26023,https://dlib.uneti.edu.vn/handle/UNETI/1015,,,vi,,,,,Bigdata||Thuật toán||Dữ liệu||Công nghệ thông tin||Công nghệ thông tin,,,,Dữ liệu số chiều lớn (Big Data) và một số thuật toán học máy.,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
02fcb55d-f129-4ac9-9061-c55ce37a7e5a,UNETI/362,,"Vũ, Ngọc Tuấn",,"Trịnh, Thị Uyên",,,2024-03-17T04:11:12Z,2024-03-17T04:11:12Z,,2021,,,"Tập trung nghiên cứu, tìm hiểu cơ cấu tổ chức, tình hình quản trị nhân lực tại công ty TNHH Xuất Nhập Khẩu Thái Tập. Dự trên cơ sở thực tế công tác tại doanh nghiệp đưa ra những nhận xét, đánh giá và kiến nghị nhằm hoàn thiện việc quản trị nhân sự tại côn",,"Made available in DSpace on 2024-03-17T04:11:12Z (GMT). No. of bitstreams: 1
TrinhThiUyenZ.pdf: 1165977 bytes, checksum: 0ba8d4e5404cc77526fa93016ae91d99 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,75 tr.,,,,,25847,https://dlib.uneti.edu.vn/handle/UNETI/2314,,,vi,,,,,Giải pháp hoàn thiện||Tuyển dụng nhân sự||Quản trị và Marketing||Quản trị kinh doanh,,,,Giải pháp hoàn thiện công tác tuyển dụng nhân sự tại công ty xuất nhập khẩu Thái Tập,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
02fd6d3e-40cd-4dd4-a31c-f2114486a479,UNETI/362,,"Đoàn, Thị Diệp Uyển",,"Bùi, Thị Thanh Huyền",,,2024-03-17T04:11:15Z,2024-03-17T04:11:15Z,,2022,,,"Cơ sở lý luận về công tác tuyển dụng nhân lực, thực trạng công tác tuyển dụng nhân lực tại công ty cổ phần tự động hóa Tân Phát, giải pháp hoàn thiện công tác tuyển dụng nhân lực tại công ty cổ phần tự động hóa Tân Phát",,"Made available in DSpace on 2024-03-17T04:11:15Z (GMT). No. of bitstreams: 1
zBuiThiThanhHuyen_K12_QTKD.pdf: 2196063 bytes, checksum: c8a676ce6700307fc793d31f229b31de (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"VIII, 71 tr.",,,,,26758,https://dlib.uneti.edu.vn/handle/UNETI/2326,,,vi,,,,,Tuyển dụng nhân lực||Nhân lực||Quản trị kinh doanh||Quản trị và Marketing||Quản trị kinh doanh,,,,Hoàn thiện công tác tuyển dụng nhân lực tại công ty cổ phần Tự động hóa Tân Phát,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
034e5df4-0f1f-4984-a02f-2eaf6c420821,UNETI/387,,,,"Nguyễn, Thị Mai Hương",,"Lê, Minh Châu",2024-03-17T04:25:06Z,2024-03-17T04:25:06Z,,2022,,,"Mở đầu, xác định độ ẩm của thực phẩm, phân tích Protein, Axitamin, phân tích Gluxit, phân tích Lipit, phân tích Vitamin, phân tích một số thành phần khác trong thực phẩm",,"Made available in DSpace on 2024-03-17T04:25:06Z (GMT). No. of bitstreams: 1
zTLHT_PhanTichThucPham.pdf: 2533862 bytes, checksum: 2de81c7d37b3b794e5b7781761db8fc6 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường ĐHKTKTCN,,196 tr.,,,,,27390,https://dlib.uneti.edu.vn/handle/UNETI/3289,,,vi,,,,,Thực phẩm||Phân tích||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Tài liệu học tập Phân tích thực phẩm,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
03690fc9-0d5a-4d5b-8001-e9315a3bea64,UNETI/434,,,,"Makryniotis, Thomas",,,2024-03-17T04:45:47Z,2024-03-17T04:45:47Z,,2015,,,,,"Made available in DSpace on 2024-03-17T04:45:47Z (GMT). No. of bitstreams: 1
z3D_Fashion_Design.pdf: 108936901 bytes, checksum: 557beed14a60eb478c694fbe752ec27e (MD5)
  Previous issue date: 2015",,,,,,,,,24372,https://dlib.uneti.edu.vn/handle/UNETI/4289,,,,,Batsford,,,Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,"3D Fashion Design : Technique, design and visualization",,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377bb92-defa-4c73-9dd9-c9d51ebeed4b,UNETI/375,,"Nguyễn, Ngọc Thành",,"Nguyễn, Văn Hoàn",,"Vũ, Quốc Hiệu",2024-03-17T03:58:17Z,2024-03-17T03:58:17Z,,2022,,,"Tổng quan về robot tự động. Thiết kế phần cứng, phần mềm và đưa ra kết quả nghiên cứu phát triển",,"Made available in DSpace on 2024-03-17T03:58:17Z (GMT). No. of bitstreams: 1
zNguyenVanHoan_VuQuocHieu_K12_DT.pdf: 3915979 bytes, checksum: e619dc13c78421141bf2bcea650ddf5b (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường ĐHKTKTCN,,81 tr.,,,,,27157,https://dlib.uneti.edu.vn/handle/UNETI/1545,,,vi,,,,,Robot tự động||Tự dò đường||Chế tạo||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Nghiên cứu thiết kế và chế tạo robot tự đo đường,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
03803447-9db9-44e2-9598-1984d7b2ae00,UNETI/366,,"Đỗ, Thị Tuyết",,"Nguyễn, Thị Mai Anh",,,2024-03-17T04:25:40Z,2024-03-17T04:25:40Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:25:40Z (GMT). No. of bitstreams: 1
zNguyenThiMaiAnh.pdf: 1647467 bytes, checksum: 6b768f1a1126ceb2d63a7d4a6fac55c0 (MD5)
  Previous issue date: 2019",,,,75 tr.,,,,,11669,https://dlib.uneti.edu.vn/handle/UNETI/3370,,,vi,,,,,Kế toán bán hàng||Xác định kết quả kinh doanh||Hoàn thiện||Kế toán||Kế toán,,,,Hoàn thiện công tác kế toán bán hàng và xác định KQHĐKD tại Công Ty Cổ Phần đầu tư phát triển Vĩnh Cát,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
039010d8-5cd8-4dd0-8132-9a083ca1a37a,UNETI/375,,"Trần, Quốc Đạt",,"Vũ, Văn Hòa",,,2024-03-17T03:58:00Z,2024-03-17T03:58:00Z,,2022,,,"Giới thiệu công trình, tính toán phụ tải điện và lựa chọn phương án cấp điện. Thiết kế trạm biến áp, tính chọn thiết bị đóng cắt và dây dẫn. Thiết kế hệ thống điện nhẹ, hệ thống chống sét, hệ thống chiếu sáng thông minh sử dụng thiết bị điện theo tiêu chu",,"Made available in DSpace on 2024-03-17T03:58:00Z (GMT). No. of bitstreams: 1
zVuVanHoa_K12_Di.pdf: 5634397 bytes, checksum: 7b72d37c1a9dfad6218eef30930a04b9 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường ĐHKTKTCN,,"XI, 104 tr.",,,,,26965,https://dlib.uneti.edu.vn/handle/UNETI/1499,,,vi,,,,,"Thiết kế điện||Cung cấp điện||Điện||Điện||Công nghệ kỹ thuật điện, điện tử",,,,Thiết kế hệ thống cung cấp điện cho tòa nhà Viettel Kon Tum,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
03a0f099-6274-40a4-bfa2-979b98e381f6,UNETI/366,,"Nguyễn, Thị Thanh Hương",,"Bùi, Thị Hồng Hà",,,2024-03-17T04:23:12Z,2024-03-17T04:23:12Z,,2022,,,Tổng quan về Công ty TNHH Hoàng Hà. Nêu ra thực trạng và đưa ra một số kiến nghị nhằm hoàn thiện Kế toán tiền lương và các khoản trích theo lương tại Công ty TNHH Hoàng Hà.,,"Made available in DSpace on 2024-03-17T04:23:12Z (GMT). No. of bitstreams: 1
zBuiThiHongHa.pdf: 3213104 bytes, checksum: 2507d29a4b038dc3751bfe2876af9f62 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế kỹ thuật công nghiệp,,"VII, [49], 76 tr.",,,,,26991,https://dlib.uneti.edu.vn/handle/UNETI/2880,,,vi,,,,,Các khoản trích theo lương||Kế toán lương||Kế toán||Kế toán,,,,Kế toán tiền lương và các khoản trích theo lương tại Công ty TNHH Hoàng Hà,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
03ba2341-86c6-4e02-9c68-33c3fc2e2842,UNETI/376,,"Võ, Thu Hà",,"Đào, Đức Anh",,,2024-03-17T03:54:11Z,2024-03-17T03:54:11Z,,2021,,,"Trình bày tổng quát về tay mảy robot AUBO - I5, tìm khiếm các bài toán công nghệ cho hệ chuyển động tay máy robot AUBO- I5, Chương trình PLC và chương trình dạy tay máy robot AUBO - I5 & CB4.",,"Made available in DSpace on 2024-03-17T03:54:11Z (GMT). No. of bitstreams: 1
DaoDucAnhZ.pdf: 7144868 bytes, checksum: 18a84a1207a8a933744e2b665308eb34 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,90 tr.,,,,,26106,https://dlib.uneti.edu.vn/handle/UNETI/1256,,,vi,,,,,Robot AUBO||Xây dựng||Điện||Công nghệ kỹ thuật điều khiển và TĐH,,,,Ứng dụng điều khiển hệ chuyển động tay máy robot AUBO-I5&CB4 cho bài toán vặn chai tự động,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
03bc8134-81c1-48b3-bed3-f3bc6e455113,UNETI/366,,"Nguyễn, Quang Hưng",,"Nguyễn, Thị Hồng Nhung",,,2024-03-17T04:24:33Z,2024-03-17T04:24:33Z,,2023,,,"Hệ thống hoá những kiến thức chung nhất về công tác KTQT HTK. Tình hình biến động HTK: Hàng hoá. Nắm bắt, mô tả thực trạng công tác KTQT HTK tại công ty TNHH phát triển thương mại An Nam liên quan đến các vấn đề. Thông qua việc so sánh lý luận và thực tiễ",,"Made available in DSpace on 2024-03-17T04:24:33Z (GMT). No. of bitstreams: 1
zNguyenThiHongNhung.pdf: 6476848 bytes, checksum: 0da834bfed9e347eddc875228bf6cc14 (MD5)
  Previous issue date: 2023",,"ĐTTS ghi: Bộ Công Thương, Trường Đại học Kinh tế Kỹ thuật Công nghiệp",,91 tr.,,,,,29920,https://dlib.uneti.edu.vn/handle/UNETI/3196,,,,,,,,Kế toán||Tồn kho||Hàng hóa||Kế toán||Kế toán,,,,Kế toán quản trị hàng tồn kho tại công ty TNHH phát triển thương mại An Nam,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
03dc20e7-546f-490e-8753-a2df8b5bcaf4,UNETI/434,,,,"Greene, John O.",,"Burleson, Brant R.",2024-03-17T04:39:47Z,2024-03-17T04:39:47Z,,2003,,,"Many of the most important activities, in which we engage are communicative. Our ability to create and sustain our social world depends in large measure on how well we communicate. People's socialskills are crucial to their well-being-individually and col",,"Made available in DSpace on 2024-03-17T04:39:47Z (GMT). No. of bitstreams: 1
zHandbook of communication and social interaction skills.pdf: 5640041 bytes, checksum: 47e80ab2bb0c3c13c5204eea57d7d841 (MD5)
  Previous issue date: 2003",,,,1032 tr.,,,,,27743,https://dlib.uneti.edu.vn/handle/UNETI/3948,,,en,,Lawrence Erlbaum Associates,,,Interpersonal communication||Interpersonal relations||Social interaction||Khoa học xã hội||Kinh tế học,,,,Handbook of Communication and Social Interaction Skills,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
03fa012c-ebab-4f39-b704-576a874bbae4,UNETI/387,,,"Võ, Thu Hà::virtual::572::600",,,"Nguyễn, Thị Thành||Phạm, Văn Huy",2024-03-17T04:30:10Z,2024-03-17T04:30:10Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:30:10Z (GMT). No. of bitstreams: 1
12154.pdf: 1560252 bytes, checksum: f3ef9ca2b838dfd710e0e8292733767e (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Trường ĐHKTKTCN,,108 tr.,,,,,12154,https://dlib.uneti.edu.vn/handle/UNETI/3744,,,vi,,,,,Tài liệu học tập||Mô hình hóa||Mô phỏng hệ điều khiển||Điện||Công nghệ kỹ thuật điều khiển và TĐH,,,,Tài liệu học tập mô hình hóa và mô phỏng hệ thống điều khiển,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,5f668b96-2e46-4d4c-ba01-98ba6d2a3ba8::virtual::572::600,5f668b96-2e46-4d4c-ba01-98ba6d2a3ba8::virtual::572::600,,,,,,
